OWNER,TABLE_NAME,TABLE_BUSINESS_NAME,TABLE_DESCRIPTION,grain,COLUMN_ID,COLUMN_NAME,COLUMN_BUSINESS_NAME,COLUMN_DESCRIPTION,DATA_TYPE,DATA_LENGTH,DATA_PRECISION,DATA_SCALE,NULLABLE
CENTRALSERVICES,COMMANDSSENT,Commands Sent,"Tracks the sending of messages to collectors and ties a command to one or more collectors, with sent and completed timestamps.",One row per command sent to a collector,16,CMDPARAMS,,,VARCHAR2,2000,,,True
CENTRALSERVICES,COMMANDSSENT,Commands Sent,"Tracks the sending of messages to collectors and ties a command to one or more collectors, with sent and completed timestamps.",One row per command sent to a collector,17,INFRASTRUCTUREROUTINGFLG,,,NUMBER,22,1.0,0.0,True
CENTRALSERVICES,COMMANDSTATUSCODES,Command Status Code,Code table of downstream command status codes (DISPLAYNAME).,One row per command status code,1,COMMANDSTATUSCODEID,,,NUMBER,22,3.0,0.0,False
CENTRALSERVICES,COMMANDSTATUSCODES,Command Status Code,Code table of downstream command status codes (DISPLAYNAME).,One row per command status code,2,NAME,Status Name,Internal command status name.,VARCHAR2,16,,,False
CENTRALSERVICES,COMMANDSTATUSCODES,Command Status Code,Code table of downstream command status codes (DISPLAYNAME).,One row per command status code,3,DISPLAYNAME,Display Name,Human-readable command status (sent status).,VARCHAR2,16,,,False
CENTRALSERVICES,COMMANDSTATUSCODES,Command Status Code,Code table of downstream command status codes (DISPLAYNAME).,One row per command status code,4,DESCRIPTION,,,VARCHAR2,100,,,False
CENTRALSERVICES,COMMANDTYPES,Command Type,"Code table of the types of commands the Central Server can issue, with priority.",One row per command type,1,COMMANDTYPEID,,,NUMBER,22,10.0,0.0,False
CENTRALSERVICES,COMMANDTYPES,Command Type,"Code table of the types of commands the Central Server can issue, with priority.",One row per command type,2,NAME,Command Name,"Name of the command type (e.g., Get Endpoint Configuration, Demand Reset).",VARCHAR2,50,,,True
CENTRALSERVICES,COMMANDTYPES,Command Type,"Code table of the types of commands the Central Server can issue, with priority.",One row per command type,3,NOTES,Notes,Notes about the command type.,VARCHAR2,255,,,True
CENTRALSERVICES,COMMANDTYPES,Command Type,"Code table of the types of commands the Central Server can issue, with priority.",One row per command type,4,PRIORITY,Priority,Priority of the command type.,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,COMMANDTYPES,Command Type,"Code table of the types of commands the Central Server can issue, with priority.",One row per command type,5,SOURCE,,,VARCHAR2,10,,,True
CENTRALSERVICES,COMMANDTYPES,Command Type,"Code table of the types of commands the Central Server can issue, with priority.",One row per command type,6,DEST,,,VARCHAR2,10,,,True
CENTRALSERVICES,COMMANDTYPES,Command Type,"Code table of the types of commands the Central Server can issue, with priority.",One row per command type,7,ADMIN,,,NUMBER,22,1.0,0.0,True
CENTRALSERVICES,COMMANDTYPES,Command Type,"Code table of the types of commands the Central Server can issue, with priority.",One row per command type,8,ENDPOINT,,,NUMBER,22,1.0,0.0,True
CENTRALSERVICES,COMMANDTYPES,Command Type,"Code table of the types of commands the Central Server can issue, with priority.",One row per command type,9,GRP,,,NUMBER,22,1.0,0.0,True
CENTRALSERVICES,COMMANDTYPES,Command Type,"Code table of the types of commands the Central Server can issue, with priority.",One row per command type,10,PARAMETERS,,,VARCHAR2,255,,,True
CENTRALSERVICES,COMMANDTYPES,Command Type,"Code table of the types of commands the Central Server can issue, with priority.",One row per command type,11,RPARAMETERS,,,VARCHAR2,255,,,True
CENTRALSERVICES,COMMANDTYPES,Command Type,"Code table of the types of commands the Central Server can issue, with priority.",One row per command type,12,SCRTYFUNCTNID,,,NUMBER,22,4.0,0.0,True
CENTRALSERVICES,COMMANDTYPES,Command Type,"Code table of the types of commands the Central Server can issue, with priority.",One row per command type,13,EXTRNLINTGRTNFLG,,,NUMBER,22,1.0,0.0,True
CENTRALSERVICES,COMMANDTYPES,Command Type,"Code table of the types of commands the Central Server can issue, with priority.",One row per command type,14,ISBCKGRNDCMD,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,COMMANDTYPES,Command Type,"Code table of the types of commands the Central Server can issue, with priority.",One row per command type,15,ISSCHEDULEDCMD,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,1,TRANSACTION_ID,,,NUMBER,22,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,2,TRANSACTION_TYPE,,,CHAR,1,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,3,INSERT_TIME,,,DATE,7,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,4,ERROR_FLAG,,,CHAR,1,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,5,CELLNET_METER,,,CHAR,1,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,6,DEMAND_RESET,,,DATE,7,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,7,METER_ID,,,VARCHAR2,20,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,8,UTILITY,,,VARCHAR2,10,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,9,UTILITY_ID,,,VARCHAR2,25,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,10,SERVICE_TYPE,,,CHAR,1,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,11,CN_RATE,,,VARCHAR2,10,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,12,ELECTRICAL_ID,,,VARCHAR2,20,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,13,MULTIPLIER,,,NUMBER,22,7.0,0.0,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,14,DEMAND_INTERVAL,,,NUMBER,22,2.0,0.0,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,15,DEMAND_SUB_INTERVAL,,,NUMBER,22,2.0,0.0,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,16,LOAD_PROFILE,,,CHAR,1,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,17,LP_INTERVAL,,,NUMBER,22,2.0,0.0,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,18,LP_FREQUENCY,,,VARCHAR2,1,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,19,TOU_RATE,,,VARCHAR2,20,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,20,LOGICAL_DISC,,,CHAR,1,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,21,CUM_THRESHOLD,,,NUMBER,22,8.0,0.0,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,22,DEM_THRESHOLD,,,NUMBER,22,6.0,3.0,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,23,USAGE_STATUS,,,VARCHAR2,10,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,24,POWER_STATUS,,,VARCHAR2,10,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,25,ROUTE_ID,,,VARCHAR2,12,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,26,READ_SEQUENCE,,,NUMBER,22,6.0,0.0,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,27,ADDRESS,,,VARCHAR2,40,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,28,ADDRESS_OVER,,,VARCHAR2,40,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,29,CITY_ST_ZIP,,,VARCHAR2,40,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,30,ZIP,,,VARCHAR2,15,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,31,CUSTOMER_NAME_1,,,VARCHAR2,40,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,32,CUSTOMER_NAME_2,,,VARCHAR2,40,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,33,CUST_TEL,,,VARCHAR2,20,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,34,PREMISE_CODE,,,VARCHAR2,10,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,35,UTIL_LOCATION,,,VARCHAR2,10,,,True
CENTRALSERVICES,DATABASE_MAINT_ARCHIVE,Database Maintenance Archive,"Archive/staging table of legacy meter, service, and customer attributes used for database maintenance and migration.",One row per archived meter record,36,CN_LOCATION,,,VARCHAR2,4,,,True
